{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 85, :program (:string_occurencesof_char :string_indexof_char true :integer_subtract :string_drop :string_nth "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_eq :string_length :boolean_not :boolean_eq :string_occurencesof_char "" :boolean_eq :boolean_eq :boolean_eq :string_take "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_nth "C" false :string_butlast :boolean_eq :string_contains :boolean_not :string_occurencesof_char :string_take :boolean_not :string_from_char :string_contains :string_nth :integer_eq :boolean_and :string_butlast :string_butlast :string_length :exec_dup (:string_contains_char :string_reverse :string_rest :in1 "A" :string_drop :string_eq "T" :in1 "T" :in1 :string_contains)), :runtime (0.00336004 0.0033186919999999985 0.003231716 0.0031786080000000007 0.0032749799999999994 0.014795572000000002 0.003253951999999999), :total-error 0, :amalgamated-error 0.034413559999999996}
{:generation 86, :program (:string_take :boolean_not 1 :in1 :string_drop :boolean_and :string_occurencesof_char :integer_add :string_concat 1 :integer_subtract "G" :string_take :string_contains "G" :string_from_char :string_take :integer_add :string_from_char :string_indexof_char "" :string_contains_char :string_length :string_length false :integer_mult :string_length :string_butlast "C" "A" :string_concat :string_reverse :string_parse_to_chars :string_from_char "T" :string_reverse :string_concat :string_from_char :string_contains :string_contains_char "G" "T" :string_contains "T" true :string_reverse "T" 0 :in1 false :string_contains), :runtime (0.003242912000000001 0.0032437200000000016 0.0031542640000000004 0.0032369319999999997 0.0031404439999999996 0.003161499999999999 0.0031286960000000024), :total-error 0, :amalgamated-error 0.022308468000000005}
{:generation 87, :program (:boolean_eq :string_contains :boolean_or :string_contains_char :integer_subtract :string_replace_char :string_replace_char :string_length :string_reverse true :in1 :integer_mult "T" :boolean_not "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_occurencesof_char :string_drop "" :string_remove_char "C" 1 :integer_subtract "A" :string_replace_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_reverse :string_occurencesof_char :string_butlast :integer_mult :exec_dup (:boolean_and :in1 :string_rest :boolean_and :integer_subtract "C" "C" :integer_eq :string_contains :string_contains :in1 "T" :integer_subtract "T" :string_remove_char 0 :string_contains "T" :in1 :string_contains)), :runtime (0.003171240000000002 0.003176579999999999 0.003236552000000001 0.00313992 0.0031972080000000013 0.0032166600000000005 0.0032741599999999986), :total-error 0, :amalgamated-error 0.02241232}
{:generation 88, :program (:string_parse_to_chars :boolean_or :integer_subtract :string_length :string_occurencesof_char :string_iterate ("G" :integer_add :boolean_and :boolean_not 0 :integer_add "G" :exec_dup (:string_length :integer_subtract :string_reverse "T" :string_parse_to_chars :string_take :integer_mult :integer_subtract :string_butlast true) :string_contains :boolean_or :string_occurencesof_char true "" :string_contains :integer_quot 0 :integer_eq :in1 :exec_dup (:string_contains_char "T" :string_contains "C" "T" "A" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char :in1 :in1 "T" :in1) :string_contains)), :runtime (0.0032359120000000005 0.0031395879999999996 0.0031359920000000006 0.0032181400000000013 0.003137788 0.003096140000000001 0.003126527999999999), :total-error 0, :amalgamated-error 0.022090088}
{:generation 89, :program ("T" :string_eq "A" "C" "C" :string_length :string_rest "" :string_nth "G" :integer_mult :string_length :string_indexof_char :string_length :string_indexof_char :string_indexof_char :string_take :exec_if (:string_butlast :string_length true :string_contains "C" :integer_mult :integer_add :integer_quot "C" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_eq :string_reverse :boolean_or :string_concat "A" :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_replace_char :string_nth :string_contains :integer_quot "G" :string_parse_to_chars :string_length :string_contains :integer_mult 0 "T" "" :string_contains_char :string_contains :string_contains :string_parse_to_chars :in1 :string_contains :in1 :string_contains :string_contains_char :string_reverse :string_contains_char 1 "T" :in1 :string_indexof_char) ()), :runtime (0.003326591999999999 0.003130867999999997 0.0032769639999999972 0.05522654400000001 0.0032589200000000015 0.003230400000000001 0.0019578400000000006), :total-error 0, :amalgamated-error 0.073408128}
{:generation 90, :program (:string_eq :string_reverse "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" "T" :boolean_and :string_reverse :string_reverse :boolean_and :string_rest :boolean_or "C" :string_contains "C" "T" :string_concat "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_length false :string_contains :string_concat false "C" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "A" :string_remove_char :in1 :string_from_char false :string_parse_to_chars :string_eq :string_replace_char :integer_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains_char :string_contains :string_drop :string_contains :string_contains_char :string_contains "G" 1 :string_replace_char :integer_eq "" "T" :in1 :string_from_char :string_contains :integer_add :string_indexof_char), :runtime (0.003221159999999999 0.0031853759999999984 0.0032207920000000014 0.003328156000000001 0.003192603999999999 0.0032360800000000006 0.0032816560000000013), :total-error 0, :amalgamated-error 0.022665824}
{:generation 91, :program (:exec_dup (:string_reverse :string_occurencesof_char :string_rest :string_iterate ("ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" false :boolean_and :string_eq "C" 1 :string_contains :string_contains true true :string_concat "T" "C" 0) "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :boolean_eq :boolean_and "T" :string_occurencesof_char :string_parse_to_chars :string_butlast :integer_add "C" :integer_add :string_drop :exec_dup (:string_parse_to_chars :string_contains_char) :string_contains_char :integer_add 1 :string_reverse :string_concat) :boolean_or "T" :integer_mult "T" :in1 :string_contains :string_from_char :in1), :runtime (0.003171856 0.0032280920000000014 0.003225615999999998 0.0032187520000000014 0.00316096 0.08129566399999989 0.0018177), :total-error 0, :amalgamated-error 0.0991186399999999}
{:generation 92, :program ("" :string_contains :in1 :string_rest :string_remove_char :exec_if (:string_concat :integer_subtract :string_iterate (:boolean_or :string_reverse :string_butlast :boolean_eq :string_parse_to_chars :string_replace_char :string_occurencesof_char :integer_mult "" "T" :boolean_eq :boolean_or :boolean_or :boolean_not :exec_dup (:string_replace_char) "T" :boolean_or true :boolean_and :string_iterate (:string_occurencesof_char "C" :string_drop :string_nth :boolean_not true "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char :exec_dup ("G" :string_concat) :boolean_not :integer_subtract :string_concat :boolean_eq :string_reverse :in1 :string_contains :integer_quot :string_contains_char "A" "" :string_reverse "T" :in1 :string_contains :in1 "A"))) ()), :runtime (0.0018189719999999996 0.0018710000000000003 0.0018357639999999984 0.0018960719999999993 0.0018651920000000003 0.00183542 0.0018947159999999996), :total-error 0, :amalgamated-error 0.013017135999999997}
{:generation 93, :program (:boolean_or :boolean_eq :string_eq :string_length :string_occurencesof_char :string_rest "G" :integer_add :boolean_and :string_drop :boolean_not 1 :boolean_or :in1 "G" :string_iterate (:string_take true :string_length :integer_subtract :string_reverse "T" :string_parse_to_chars :string_length :string_take :string_eq :string_concat :string_parse_to_chars :integer_subtract :string_butlast "" true) :string_contains :boolean_or :string_contains_char :string_occurencesof_char "" true "" :string_contains 0 :boolean_and :boolean_eq :integer_eq :string_parse_to_chars :in1 :exec_dup ("T" :boolean_and "C" :string_replace_char :string_from_char "A" :string_contains :boolean_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char :in1 :in1 :string_drop "T" :in1 :string_contains)), :runtime (0.0033402519999999993 0.0029596079999999986 0.0019151840000000001 0.001915199999999999 0.0018463119999999997 0.001859056 0.0018598159999999979), :total-error 0, :amalgamated-error 0.015695427999999994}
{:generation 94, :program (:integer_subtract :string_eq 0 false :string_occurencesof_char :string_take :string_length "C" :string_indexof_char :integer_subtract :string_from_char :boolean_eq :string_eq :exec_dup (:string_contains "A" :string_reverse 1 :string_length 1 :boolean_or :integer_subtract "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_nth :string_eq :string_remove_char :string_remove_char :string_iterate (:boolean_eq :string_butlast) :integer_add :string_rest "C" :integer_subtract :in1 :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_concat :string_take :integer_quot 1 "G" :string_contains :integer_add :string_contains :string_contains "T" :in1 :integer_subtract "T" "T" :in1 :string_contains)), :runtime (0.0032295559999999976 0.0031271880000000004 0.003258012000000001 0.00329764 0.003286528000000001 0.003212612 0.0031583160000000013), :total-error 0, :amalgamated-error 0.022569852}
{:generation 95, :program (:string_from_char :exec_dup (:string_take :string_length 0 :string_take :string_rest 1 :string_rest :string_replace_char :in1 :string_drop :integer_mult :string_drop "C") "T" :boolean_or "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :boolean_eq :string_length :string_replace_char :integer_quot :integer_add :string_contains_char :integer_quot :string_take "C" :string_from_char true "A" :boolean_and :boolean_and :exec_dup (:string_concat :string_parse_to_chars) :string_concat :integer_mult :integer_mult "T" :string_nth :exec_dup (:string_nth :string_eq :string_length true :string_parse_to_chars :string_nth "T" :string_drop :string_reverse :string_contains :boolean_not :string_rest :string_contains :integer_mult :string_take :boolean_and "T" :in1 :string_contains)), :runtime (0.003242975999999998 0.003181944 0.0031885599999999996 0.003217371999999998 0.0031388719999999996 0.0032313440000000006 0.0032035320000000016), :total-error 0, :amalgamated-error 0.022404599999999997}
{:generation 96, :program (:exec_dup (:integer_subtract true :in1 :string_concat :in1 "C" :boolean_eq :string_length false :boolean_or 0 :string_indexof_char :string_butlast :boolean_not :string_nth :boolean_eq :string_length :string_reverse :string_contains_char :string_nth :integer_subtract false :string_drop :string_occurencesof_char :string_occurencesof_char "" :integer_eq :string_replace_char "" true :string_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_parse_to_chars :string_length :boolean_eq "A" :string_contains_char "T" :integer_subtract :string_take :in1 :string_from_char "T" :string_reverse :string_contains "T" :string_parse_to_chars :boolean_eq :in1 :in1 :string_contains :in1 :string_drop "T" :in1 :string_contains)), :runtime (0.0032781280000000017 0.003186256 0.00320988 0.003266968000000001 0.0032613960000000028 0.003244507999999998 0.003225804000000001), :total-error 0, :amalgamated-error 0.022672940000000006}
{:generation 97, :program (:exec_dup (:string_parse_to_chars :integer_quot :string_take :string_iterate (:string_length :string_nth "G" :string_take :string_remove_char 1 :string_contains_char 1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_reverse :boolean_or) false :string_from_char :string_contains :string_reverse 1 :string_rest :integer_eq "T" :in1 :string_length :string_occurencesof_char "" :in1 1 :string_butlast :in1 :string_contains :string_contains_char :string_parse_to_chars) :integer_eq "T" :string_take :string_length :boolean_and :string_contains_char :string_rest :string_reverse :integer_mult :string_indexof_char :in1 :string_reverse "T" :in1 :string_contains 0), :runtime (0.003227812000000001 0.003243708000000001 0.003190376000000002 0.0032324160000000005 0.0032752 0.0032047480000000008 0.0032325200000000004), :total-error 0, :amalgamated-error 0.022606780000000003}
{:generation 98, :program ("A" :string_drop :string_remove_char :exec_if (:string_concat :string_concat :integer_add :integer_mult :string_parse_to_chars :integer_quot :boolean_and :in1 "" :string_take 1 :exec_dup ("" :integer_quot :string_contains_char :string_parse_to_chars :string_eq :string_indexof_char :boolean_or :string_butlast :string_reverse :integer_add :string_occurencesof_char :integer_add true "ABCDEFGHIJKLMNOPQRSTUVWXYZ" 0 :boolean_and :boolean_not :string_contains_char :integer_mult :string_occurencesof_char :string_indexof_char "C" :string_take) :string_butlast :string_contains :string_reverse) (:string_indexof_char) :string_reverse :string_length :string_indexof_char :string_nth :string_contains_char :string_occurencesof_char :string_contains "T" :in1 :string_contains "T"), :runtime (0.0032906959999999988 0.0032832639999999997 0.0032350560000000044 0.003316707999999998 0.0032488760000000004 0.002505572 0.0019247279999999995), :total-error 0, :amalgamated-error 0.020804900000000005}
{:generation 99, :program (:string_reverse :string_parse_to_chars :integer_mult "C" :string_occurencesof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_replace_char :string_take :string_indexof_char :integer_mult :string_concat :string_reverse "T" :integer_add :string_contains :string_contains :string_nth :in1 :string_reverse :string_eq "G" :string_butlast :string_take 1 :string_indexof_char true "T" :integer_mult :string_rest :string_indexof_char :integer_add :string_contains :boolean_and :integer_subtract :integer_add :string_parse_to_chars "T" :boolean_eq :string_nth "T" :string_from_char :boolean_and "T" 0 :in1 :boolean_not :string_contains :string_indexof_char), :runtime (0.00323134 0.0032137159999999975 0.003227735999999999 0.0032255159999999964 0.0032066360000000006 0.003181947999999996 0.0031927840000000028), :total-error 0, :amalgamated-error 0.022479675999999994}
{:generation 100, :program (:string_parse_to_chars :boolean_and 0 :string_eq :boolean_not "G" :string_occurencesof_char :string_from_char "C" :integer_quot :boolean_or 1 :in1 :string_butlast :string_concat :integer_subtract :string_take :string_contains :string_take :string_nth :boolean_or :string_indexof_char :string_reverse :integer_eq "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :string_length :string_take :boolean_eq :string_contains_char :string_indexof_char :string_occurencesof_char :exec_dup ("ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_eq "" :integer_eq "T" :boolean_eq :string_remove_char :string_remove_char :string_occurencesof_char) :in1 :string_contains "T" "" :string_drop :string_drop), :runtime (0.002310703999999999 0.0018380879999999994 0.0018525999999999996 0.001838032000000001 0.001823252 0.0018380679999999993 0.0018360359999999997), :total-error 0, :amalgamated-error 0.013336779999999998}
