{:generation 0, :program (:in1 :string_drop :string_rest :integer_add true :string_remove_char :boolean_not "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars :string_indexof_char), :runtime (0.002979896000000001 0.002997264 0.0031052200000000005 0.003109004 0.003064412), :total-error 2, :amalgamated-error 2.015255796}
{:generation 185, :program (:integer_quot :string_occurencesof_char :integer_mult :string_nth :in2 :boolean_eq false :string_drop :string_remove_char :integer_eq true :boolean_eq :boolean_and true :integer_subtract :string_occurencesof_char :string_iterate (:integer_mult :boolean_eq :in2 :string_remove_char :string_contains_char :integer_quot :string_parse_to_chars :string_drop :string_contains_char :string_eq :string_take :in2 :string_parse_to_chars :string_iterate (:integer_quot :string_iterate (:string_contains_char :in2 :string_occurencesof_char :string_eq :string_eq :string_contains_char)))), :runtime (0.002997227999999996 0.003051884 0.002591548 0.0018488280000000003 0.0018336999999999997), :total-error 0, :amalgamated-error 0.012323187999999995}
{:generation 186, :program (:in2 :in2 :string_concat :string_replace_char :string_contains :in2 true "abcdefghijklmnopqrstuvwxyz" :string_rest "abcdefghijklmnopqrstuvwxyz" :boolean_not :string_rest :boolean_or "" :string_parse_to_chars :string_contains_char :string_contains :exec_dup (:string_length :string_rest :string_parse_to_chars :integer_quot :boolean_or :string_rest :integer_add :string_nth :integer_mult :in2 :string_reverse :string_nth :string_parse_to_chars :string_parse_to_chars :string_eq :string_from_char :string_parse_to_chars :string_contains)), :runtime (0.0030379960000000016 0.0030310120000000018 0.002973988000000001 0.003088920000000001 0.003106776000000001), :total-error 0, :amalgamated-error 0.015238692000000009}
{:generation 187, :program (false :boolean_or :string_occurencesof_char :boolean_not :boolean_or :boolean_eq :string_take :string_eq :string_concat :string_occurencesof_char :boolean_and :string_nth :integer_mult :in1 :integer_mult :string_take :boolean_and 1 :string_concat :string_remove_char :integer_eq :in2 :string_parse_to_chars :string_parse_to_chars :string_butlast :in2 :string_rest :string_parse_to_chars :string_length :string_replace_char :integer_add :string_eq :string_contains :string_length :boolean_or), :runtime (0.0030884120000000017 0.002976716 0.003043488000000001 0.003002904000000001 0.0030758479999999986), :total-error 0, :amalgamated-error 0.015187368000000001}
{:generation 188, :program (false :boolean_or :boolean_not :boolean_or :boolean_eq :string_take :string_eq :string_indexof_char :string_concat :string_occurencesof_char :boolean_and :string_nth :integer_mult :in1 :integer_mult :string_take :boolean_and 1 :string_concat :string_remove_char :integer_eq :in2 :integer_quot :string_parse_to_chars :string_butlast :in2 :string_rest :string_parse_to_chars :string_length :string_replace_char :integer_add :string_eq :string_contains :string_length :boolean_or), :runtime (0.003000968 0.0017762960000000001 0.0018426319999999986 0.0018312839999999999 0.0017854880000000002), :total-error 0, :amalgamated-error 0.010236667999999999}
{:generation 189, :program ("abcdefghijklmnopqrstuvwxyz" false :boolean_or :boolean_not :boolean_or :boolean_eq :string_take :string_eq :string_indexof_char :string_occurencesof_char :boolean_and :string_butlast :string_nth :integer_mult :in1 :integer_mult :boolean_and 1 :string_concat :string_remove_char :integer_eq :exec_dup (:in2 :integer_quot :string_parse_to_chars :string_butlast :exec_if (:in2 :string_rest :string_parse_to_chars :string_length :string_replace_char :integer_add :string_eq :string_contains :string_length) ())), :runtime (0.003111524000000002 0.0030312320000000013 0.003113659999999998 0.003093036000000002 0.0030631479999999995), :total-error 0, :amalgamated-error 0.015412600000000002}
{:generation 190, :program (0 :boolean_eq :string_from_char 1 :string_length false :string_length :string_take :string_contains_char :string_drop :string_from_char :in1 0 :string_eq :string_concat :string_parse_to_chars :string_concat :boolean_and true :string_drop :string_length :string_contains_char :string_indexof_char :string_eq :in2 :boolean_and :string_parse_to_chars :string_length :string_length :string_remove_char :in2 :exec_dup (:string_parse_to_chars :string_length false :boolean_or :string_eq)), :runtime (0.003050040000000003 0.003050859999999998 0.0029468159999999997 0.003018072 0.0029515600000000006), :total-error 0, :amalgamated-error 0.015017348000000002}
{:generation 191, :program (0 :boolean_eq :string_from_char 1 :string_length false :string_length :string_take :string_contains_char :string_drop :in1 0 :string_eq :string_concat :string_contains :string_concat :boolean_and true :string_length :string_contains_char :string_indexof_char :string_eq :in2 :string_parse_to_chars :string_length :string_length :string_remove_char :integer_mult :in2 :exec_dup (:integer_quot :string_parse_to_chars :string_length false :boolean_or :string_eq)), :runtime (0.003118971999999999 0.0030103919999999993 0.0028450480000000006 0.00184394 0.0017840759999999999), :total-error 0, :amalgamated-error 0.012602427999999999}
{:generation 192, :program (0 :boolean_eq :string_from_char 1 :string_length :string_length :string_take :string_contains_char :in1 :integer_subtract 0 :string_eq :string_length :string_concat :string_contains :string_concat :boolean_and true :string_length :string_contains_char :string_eq :in2 :string_parse_to_chars :string_length :string_length :string_remove_char :integer_mult :in2 :exec_dup (:integer_quot :string_parse_to_chars :string_length false :boolean_or :string_eq)), :runtime (0.002954984000000004 0.0029880639999999995 0.0030093400000000005 0.0029967199999999996 0.003132404000000003), :total-error 0, :amalgamated-error 0.015081512000000007}
{:generation 193, :program (2 :in2 :string_eq :string_replace_char :exec_if (:string_rest :string_eq :boolean_or) (:string_contains :string_eq :string_eq false :string_parse_to_chars :in2 :boolean_eq) :boolean_and :integer_subtract :boolean_not :in2 :integer_eq :string_from_char true :string_reverse :string_parse_to_chars :integer_add :string_parse_to_chars :string_contains :string_length :string_parse_to_chars :integer_add :string_eq :string_contains), :runtime (0.003241183999999998 0.0030348639999999987 0.003013492000000001 0.0030028560000000004 0.0030225919999999993), :total-error 0, :amalgamated-error 0.015314987999999996}
{:generation 194, :program (:string_replace_char :exec_dup (:string_drop "" false :string_butlast :exec_if (:string_nth :boolean_eq :string_concat 0 :string_contains :in1 :string_occurencesof_char :in1 :string_length :string_concat :string_rest :in2 :string_eq :string_butlast :string_iterate (:boolean_and :string_concat :string_remove_char :string_contains)) (:integer_mult) :in1 :boolean_not true :in2 :string_parse_to_chars :string_length :boolean_not :string_parse_to_chars :exec_dup (:string_eq :string_parse_to_chars :string_nth :string_contains :string_parse_to_chars :in2 :integer_add :string_iterate (:string_length 0 :string_eq :string_eq)))), :runtime (0.003102696 0.0018596520000000003 0.0018449439999999994 0.00178368 0.0017894119999999998), :total-error 0, :amalgamated-error 0.010380384}
{:generation 195, :program (:string_replace_char :exec_dup (:string_drop "" false :string_butlast :exec_if (:string_nth :boolean_eq :string_concat 0 :string_contains :in1 :string_occurencesof_char :in1 :string_length :string_concat) (:string_rest :in2 :string_parse_to_chars :string_eq :string_butlast :string_concat :string_remove_char :string_contains)) :integer_mult :in1 :string_rest :boolean_not true :in2 :string_parse_to_chars :string_length :boolean_not :string_parse_to_chars :exec_dup (:string_eq :string_parse_to_chars :string_nth :string_contains :string_parse_to_chars :in2 :integer_add 0 :string_iterate (:string_length 0 :string_eq :string_eq))), :runtime (0.003019124000000001 0.0030628840000000014 0.0030022679999999998 0.0029989999999999995 0.0030235479999999996), :total-error 0, :amalgamated-error 0.015106824000000001}
{:generation 196, :program (:string_rest :string_contains_char :boolean_or :string_iterate (:integer_mult 1 :integer_quot 1) :string_length :string_concat :integer_mult false :string_take :string_replace_char false :integer_mult :string_parse_to_chars :integer_quot :string_from_char :integer_eq :string_eq :integer_eq :string_take :in2 :in2 :in2 true :string_parse_to_chars :string_iterate (:exec_dup (:string_parse_to_chars :boolean_and :string_parse_to_chars :integer_subtract :string_concat :string_butlast :string_eq))), :runtime (0.002988508000000001 0.003081119999999999 0.0030930759999999993 0.003071116000000001 0.0031279600000000017), :total-error 0, :amalgamated-error 0.015361780000000002}
{:generation 197, :program (:string_contains :string_rest :string_contains_char :boolean_or :string_iterate (:integer_mult 1 :integer_quot 1 :string_contains_char) :string_length :string_concat :integer_mult false :string_take :boolean_not :integer_mult :string_parse_to_chars :integer_quot :string_from_char :integer_eq :string_eq :integer_eq :string_take :in2 :in2 :in2 :in2 true :string_parse_to_chars :string_iterate (:exec_dup (:string_parse_to_chars :string_parse_to_chars :integer_subtract :string_concat :string_butlast :string_eq))), :runtime (0.003094551999999999 0.0030239000000000017 0.003126824000000002 0.0030202200000000023 0.003023543999999999), :total-error 0, :amalgamated-error 0.015289040000000005}
{:generation 198, :program (:integer_subtract :string_eq :boolean_or :boolean_not :string_reverse :string_butlast false :string_drop :string_drop :string_parse_to_chars :string_concat :string_indexof_char :integer_subtract :string_length :string_parse_to_chars :in1 :string_iterate (:string_occurencesof_char :integer_mult 0 :in1 :boolean_not :string_indexof_char :string_reverse :in2 :string_iterate (:string_contains :integer_add :string_occurencesof_char :string_eq :in2 :string_parse_to_chars :string_rest :string_length :string_parse_to_chars))), :runtime (0.03520738800000001 0.0030643440000000005 0.0030494880000000004 0.0030276319999999997 0.0030380640000000013), :total-error 0, :amalgamated-error 0.04738691600000002}
{:generation 199, :program (:boolean_or :boolean_or :string_contains_char :boolean_eq "abcdefghijklmnopqrstuvwxyz" :string_rest :boolean_not :string_butlast :string_eq :string_contains_char :string_drop :string_rest :integer_mult 2 :in1 :string_take :boolean_not :string_drop :string_parse_to_chars :string_indexof_char :string_length :in2 :integer_eq :string_occurencesof_char :string_parse_to_chars :string_eq :in2 :string_parse_to_chars :in2 :in2 :string_parse_to_chars :integer_add :string_length :string_parse_to_chars :string_parse_to_chars :integer_subtract :string_eq), :runtime (0.002961044 0.013808208000000008 0.0030895000000000002 0.0031513120000000003 0.0031016639999999983), :total-error 1, :amalgamated-error 1.026111728}
{:generation 200, :program (:string_replace_char :string_eq :string_contains :string_length :string_remove_char :exec_dup (:boolean_not :boolean_or :string_contains_char :integer_eq :in2 :string_parse_to_chars :string_contains_char :string_concat :boolean_not :in1 :string_concat :integer_mult :in1 :boolean_and :exec_dup (:boolean_not :boolean_not :in1 :string_from_char :string_parse_to_chars :boolean_not :string_occurencesof_char :in2 :string_parse_to_chars :integer_eq :exec_dup (:string_contains 1 :in2 :in1 :string_length :string_parse_to_chars)))), :runtime (0.0030806800000000014 0.0029866080000000013 0.0029968640000000006 0.003167971999999999 0.0030417960000000033), :total-error 1, :amalgamated-error 1.01527392}
