{:generation 0, :program (:string_indexof_char :string_contains_char :string_concat :integer_add :string_replace_char true :boolean_or :string_concat :string_contains :integer_quot true :exec_dup (:exec_dup (true :integer_mult :string_butlast :string_replace_char :boolean_not :string_take :in1 :string_iterate (:string_parse_to_chars)))), :runtime (0.0024950960000000005 0.0018786719999999988 0.0018031039999999992 0.001785647999999999 0.001802344), :total-error 2, :amalgamated-error 2.009764864}
{:generation 181, :program (:string_contains :integer_quot "" :string_rest :string_indexof_char :string_contains :string_length :in1 :integer_mult :string_contains_char :string_occurencesof_char :integer_subtract "" :string_rest 0 :boolean_and :string_occurencesof_char :boolean_eq :integer_add :integer_mult :in1 :string_nth :string_from_char :string_nth :string_contains :integer_add :string_nth :integer_subtract 2 :string_eq :string_contains :string_contains :exec_dup (:string_concat :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :string_contains :string_length :string_drop :string_eq :string_take :string_contains_char :string_parse_to_chars :string_rest :in2 :string_contains :in1 :string_rest :string_parse_to_chars :string_from_char)), :runtime (0.003025183999999999 0.003016247999999998 0.0030159560000000015 0.0030542720000000015 0.003017092000000001), :total-error 0, :amalgamated-error 0.015128752}
{:generation 182, :program (:string_contains :string_nth :string_from_char :string_rest :integer_quot :string_contains :string_length :in1 :integer_mult :string_occurencesof_char :integer_subtract :integer_subtract "" :string_rest 0 "abcdefghijklmnopqrstuvwxyz" :string_drop :integer_mult :integer_add :integer_mult :string_nth :integer_subtract :string_replace_char :string_nth :string_rest :integer_add :string_nth :integer_subtract :string_remove_char :string_contains :string_contains :string_contains_char :exec_dup (:string_concat :string_parse_to_chars :string_parse_to_chars 0 :string_contains :string_length :string_contains_char :string_eq :string_take :string_contains_char :string_parse_to_chars :string_rest :in2 :string_contains :in1 :string_rest :string_parse_to_chars :string_from_char)), :runtime (0.003021616000000003 0.002716883999999998 0.003162968000000001 0.0030701199999999974 0.003118995999999999), :total-error 0, :amalgamated-error 0.015090583999999997}
{:generation 183, :program (:string_contains :string_nth :string_from_char :string_rest :integer_quot 0 :string_contains :string_length :in1 :integer_mult :string_occurencesof_char :integer_subtract :integer_subtract "" :string_rest 0 :string_drop :integer_mult :integer_add :integer_mult :string_nth :integer_subtract :string_nth :string_nth :integer_subtract :string_remove_char :string_contains :string_contains_char :exec_dup (:string_parse_to_chars :string_parse_to_chars 0 :string_contains :string_length :string_contains_char :string_eq :string_occurencesof_char :string_take :string_contains_char :string_indexof_char :string_parse_to_chars :string_rest 0 :in2 :string_contains :in1 :string_rest :string_parse_to_chars :string_from_char)), :runtime (0.0030246760000000017 0.003029704000000002 0.003003459999999998 0.003062299999999997 0.0030144399999999984), :total-error 0, :amalgamated-error 0.015134579999999996}
{:generation 184, :program (:in2 false 2 :boolean_and :string_reverse :integer_subtract :integer_quot :boolean_not :string_drop :integer_subtract :string_parse_to_chars :string_parse_to_chars :string_reverse :string_drop :string_from_char :string_reverse :boolean_and :string_occurencesof_char true :exec_dup (:string_butlast :in2 2 true :string_occurencesof_char :string_contains :string_parse_to_chars :string_take :string_contains :string_reverse :boolean_eq :string_reverse :string_rest :string_indexof_char :exec_if (:in1 :string_take :string_remove_char :integer_add false :string_nth :in2 :string_parse_to_chars :string_replace_char :string_parse_to_chars :integer_add :string_length :string_eq :string_eq :string_iterate ()) ())), :runtime (0.0030421879999999995 0.0029662839999999996 0.0030541759999999987 0.003044176 0.002330883999999998), :total-error 0, :amalgamated-error 0.014437707999999997}
{:generation 185, :program (:string_contains :boolean_eq :boolean_and :integer_subtract :string_occurencesof_char :string_contains :string_occurencesof_char :string_take :string_butlast :exec_dup (:string_nth :integer_subtract :integer_eq :integer_eq) 0 :string_reverse :boolean_eq :string_eq :integer_eq :string_replace_char :string_contains :boolean_and :string_contains :string_nth :string_nth :in1 :string_reverse :string_remove_char :string_contains :integer_add :string_occurencesof_char :string_length :string_iterate () :string_contains :string_from_char :string_replace_char :integer_mult :integer_mult :boolean_eq true :string_contains :string_rest :string_drop :exec_dup (:string_replace_char :boolean_not :string_drop :string_parse_to_chars :string_reverse :boolean_and :string_from_char :string_contains "abcdefghijklmnopqrstuvwxyz" :exec_dup (:string_length :string_iterate (:integer_eq 1 :string_replace_char :in2 0 :in2 :string_parse_to_chars :string_length :boolean_not :string_contains :string_remove_char)))), :runtime (0.063000612 0.002736136 0.0018961800000000006 0.0018557039999999993 0.0018584639999999991), :total-error 0, :amalgamated-error 0.071347096}
{:generation 186, :program (:string_replace_char :string_contains :string_from_char :string_rest :integer_quot :boolean_eq 0 :string_contains :string_length :in1 :integer_subtract :in2 :string_rest 0 :string_drop :integer_mult :integer_add :integer_mult "abcdefghijklmnopqrstuvwxyz" :string_nth :string_nth :integer_subtract :string_remove_char :string_contains :exec_dup (:string_remove_char :string_parse_to_chars true :string_parse_to_chars :string_contains :string_length :string_contains_char :string_length :string_eq :string_occurencesof_char :string_take :string_contains_char :string_indexof_char :string_eq :string_parse_to_chars 0 :in2 :string_contains :in1 :string_iterate (:string_parse_to_chars :string_from_char))), :runtime (0.003093339999999999 0.0030487159999999973 0.0031411320000000018 0.0030526840000000017 0.003056739999999997), :total-error 0, :amalgamated-error 0.015392611999999996}
{:generation 187, :program ("" :string_rest :string_contains_char :string_contains_char :string_nth false :integer_mult :integer_quot 1 :string_occurencesof_char :string_rest :string_contains_char :in1 :string_contains_char :integer_quot :integer_add :string_contains :boolean_not :integer_subtract :integer_eq :string_contains false :integer_subtract :string_indexof_char :string_rest :string_contains false :in2 :string_parse_to_chars :string_rest :string_length 1 2 :string_parse_to_chars :string_parse_to_chars :string_occurencesof_char :string_from_char :string_from_char 2 :string_contains :string_length :string_contains :boolean_or), :runtime (0.0030618600000000018 0.003066027999999999 0.003063087999999998 0.003058652000000002 0.0031091999999999995), :total-error 0, :amalgamated-error 0.015358828}
{:generation 188, :program (:integer_mult :integer_add false :string_remove_char :string_length :string_concat 1 1 :integer_add :string_butlast :string_indexof_char :string_drop :boolean_not :in1 :string_occurencesof_char :string_contains :string_concat :string_take :integer_subtract :string_iterate (:integer_add :integer_quot "" :exec_dup (true :string_occurencesof_char :string_eq :string_occurencesof_char :string_iterate (0 0 :string_occurencesof_char :string_remove_char false :string_take :string_contains :integer_subtract :string_parse_to_chars :in2 :string_parse_to_chars :string_iterate (:string_contains :boolean_not :integer_add false 0 :string_parse_to_chars 0) :string_length :in2 :exec_dup (:string_parse_to_chars :integer_subtract :string_parse_to_chars :string_length :string_eq))))), :runtime (0.0030880200000000003 0.0031098840000000007 0.003075196 0.0031325879999999995 0.003143700000000001), :total-error 0, :amalgamated-error 0.015549388000000003}
{:generation 189, :program (:boolean_and "" false :integer_add :integer_subtract "" :string_rest :boolean_or :string_replace_char :string_contains_char :string_eq 2 true 2 :string_replace_char :string_take :string_remove_char :string_length :string_replace_char :string_replace_char :string_contains :exec_dup (:boolean_eq :string_parse_to_chars :integer_subtract 2 :integer_mult :string_replace_char :string_nth true :integer_add :integer_add 0 :string_reverse :string_eq :string_reverse :string_butlast true :string_indexof_char :string_eq :integer_add :integer_mult :string_concat 1 :string_take :string_from_char :string_remove_char :string_nth :string_iterate (:boolean_not :string_rest :string_take :integer_quot :in2 :string_parse_to_chars :string_butlast :string_butlast :string_length :string_drop :boolean_or :string_contains))), :runtime (0.002232472000000002 0.0018976800000000003 0.0018367159999999995 0.0018272560000000008 0.0018443640000000005), :total-error 0, :amalgamated-error 0.009638488000000004}
{:generation 190, :program (:integer_mult :integer_subtract :string_take false :string_take :string_length :in1 :integer_mult :string_contains :string_concat :boolean_or :boolean_or 1 :string_remove_char 2 :string_indexof_char 2 :string_contains_char :string_nth :in2 :boolean_not :integer_mult :string_reverse :integer_quot :string_indexof_char :boolean_eq :string_occurencesof_char true :boolean_eq 1 :boolean_not :integer_subtract :in2 :string_from_char :string_parse_to_chars :string_length :string_contains :string_remove_char :integer_quot :integer_mult 1 :string_parse_to_chars :string_reverse :string_eq ""), :runtime (0.0017995280000000003 0.001770012 0.0017754 0.0018402240000000003 0.0018384239999999997), :total-error 1, :amalgamated-error 1.009023588}
{:generation 191, :program (:boolean_and :string_indexof_char :string_take :string_concat :string_iterate (:string_contains :boolean_eq :in1 :string_contains :string_length :boolean_not :string_contains :string_eq :boolean_and :integer_subtract :string_replace_char :string_from_char :string_take :integer_subtract :string_eq 2 :integer_subtract :boolean_not :string_indexof_char :integer_subtract 2 :string_remove_char :string_contains :string_reverse :integer_mult :in2 :string_occurencesof_char :string_from_char :in2 :in2 :string_parse_to_chars :string_nth :string_parse_to_chars false :string_nth :string_remove_char :string_iterate (:boolean_and false :string_parse_to_chars :string_rest :string_parse_to_chars :string_eq :integer_mult :string_parse_to_chars :string_length :string_contains))), :runtime (0.0030111520000000004 0.0030515159999999998 0.0030367439999999996 0.03350052399999995 0.003100548000000001), :total-error 0, :amalgamated-error 0.04570048399999995}
{:generation 192, :program (:boolean_and :string_indexof_char :string_take :string_eq :string_concat :string_iterate (:string_contains :boolean_eq :in1 :string_length :boolean_not :string_contains :string_replace_char :string_eq :boolean_and :integer_subtract :string_replace_char :string_from_char :string_take :integer_subtract :string_eq :integer_subtract :boolean_not :integer_subtract :string_eq 2 :string_remove_char :string_contains :integer_mult :in2 :string_occurencesof_char :string_from_char :in2 :in2 :string_parse_to_chars :string_nth :string_parse_to_chars false :string_nth :string_remove_char :string_iterate (:boolean_and false :string_parse_to_chars :string_parse_to_chars :string_eq :string_parse_to_chars :string_length :string_contains))), :runtime (0.003038912 0.002978112000000002 0.0030180360000000017 0.003022988 0.0029775959999999986), :total-error 0, :amalgamated-error 0.015035644000000004}
{:generation 193, :program (:boolean_and :string_rest :string_iterate (:string_indexof_char :string_contains "abcdefghijklmnopqrstuvwxyz" :string_length :boolean_and :string_from_char :string_remove_char :integer_subtract true :string_nth "") :integer_subtract 0 :boolean_not :boolean_eq :string_eq :string_drop :string_remove_char :boolean_not :boolean_eq :integer_add :string_replace_char false :in2 :integer_add :string_contains_char :boolean_not :string_take :string_drop :string_length :in2 :string_parse_to_chars :string_length :string_parse_to_chars :boolean_eq :string_parse_to_chars :string_eq :integer_subtract :string_from_char :exec_dup (:string_take :string_length :string_contains)), :runtime (0.0031692799999999996 0.003295623999999999 0.0031668320000000005 0.0018293159999999997 0.0018160720000000008), :total-error 0, :amalgamated-error 0.013277123999999998}
{:generation 194, :program (:boolean_and :string_rest :string_iterate (:string_indexof_char :string_contains "abcdefghijklmnopqrstuvwxyz" :string_length :boolean_and :string_from_char :string_remove_char :integer_subtract true :string_nth "" 0) :integer_subtract 0 :boolean_not :boolean_eq :string_eq :string_drop :string_remove_char :boolean_not :boolean_eq :integer_add "abcdefghijklmnopqrstuvwxyz" false :integer_add :string_contains_char :boolean_not :string_take false :string_drop :boolean_and :string_length :in2 :string_parse_to_chars :string_length :string_parse_to_chars :boolean_eq :boolean_or :string_parse_to_chars :string_eq :integer_subtract :string_from_char :string_take :string_length :string_contains :string_contains), :runtime (0.04277381599999996 0.00295768 0.0030533240000000022 0.0030474679999999994 0.0030114240000000013), :total-error 0, :amalgamated-error 0.054843711999999954}
{:generation 195, :program (:boolean_and :string_take :string_eq :string_concat "" :string_contains :boolean_eq :string_length :string_indexof_char :in1 :string_length :boolean_not :integer_eq :string_butlast :string_eq :boolean_and :integer_subtract "" :string_reverse :string_replace_char :string_from_char :string_take :in1 :exec_if (:string_eq :integer_subtract :boolean_not :integer_subtract 2 :string_remove_char :integer_mult :string_nth 1 :in2 :string_occurencesof_char :string_from_char :in2 :in2 :string_parse_to_chars :string_nth :string_parse_to_chars false :string_concat :string_nth :string_remove_char :string_iterate (:boolean_and :string_rest :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :string_length :string_contains)) ()), :runtime (0.0029871720000000023 0.003137856000000001 0.0030890679999999978 0.0031257600000000017 0.0030644520000000005), :total-error 0, :amalgamated-error 0.015404308000000004}
{:generation 196, :program (:boolean_and :string_rest :string_iterate (:string_indexof_char :string_replace_char :string_contains "abcdefghijklmnopqrstuvwxyz" :string_length true :boolean_and :string_remove_char :integer_subtract true) "" 0 0 :string_replace_char :boolean_eq :string_eq :string_drop :integer_add :string_remove_char :string_butlast :boolean_not :boolean_eq :integer_add "abcdefghijklmnopqrstuvwxyz" false :integer_add :string_contains_char 1 :boolean_not :string_take false :boolean_and 2 :string_length :in2 :string_parse_to_chars :string_replace_char :string_length :string_parse_to_chars :boolean_eq :boolean_or :in1 :string_eq :integer_subtract :string_from_char :exec_dup (:string_butlast :string_take :string_length :string_contains :string_contains)), :runtime (0.0030368199999999995 0.003030503999999998 0.0030405560000000015 0.0030283080000000013 0.0030523600000000014), :total-error 0, :amalgamated-error 0.015188548}
{:generation 197, :program (:string_take :string_reverse :boolean_not "abcdefghijklmnopqrstuvwxyz" :string_nth true 0 :string_indexof_char :string_concat :string_rest :in1 :string_parse_to_chars 0 1 :boolean_or :string_eq :string_butlast 2 :string_length 0 :string_parse_to_chars 0 :string_drop :string_remove_char "abcdefghijklmnopqrstuvwxyz" :in2 :string_contains :boolean_eq :string_eq :string_occurencesof_char :string_occurencesof_char :string_contains :in2 true :in2 :string_from_char :in2 :string_parse_to_chars :string_parse_to_chars :string_occurencesof_char :string_iterate (:string_parse_to_chars :string_occurencesof_char :string_occurencesof_char :string_from_char :string_reverse :string_eq :string_parse_to_chars :string_length :string_contains)), :runtime (0.00303402 0.0030475520000000007 0.0030561159999999976 0.0017709679999999989 0.0027527440000000005), :total-error 0, :amalgamated-error 0.013661399999999997}
{:generation 198, :program (:boolean_and :string_occurencesof_char :string_concat :string_parse_to_chars :string_butlast :integer_eq :integer_quot "" 0 :integer_quot "" :string_reverse :string_eq :integer_eq :integer_quot :boolean_eq :string_length :boolean_eq :integer_mult 2 :in2 :string_nth :boolean_and :string_length :string_reverse :exec_if (:string_reverse :boolean_not :string_reverse false :string_take :boolean_eq 2 :in2 :string_length :string_parse_to_chars :string_contains 2 :string_contains_char 2 :exec_dup (:boolean_eq :integer_add :in2 :string_parse_to_chars :exec_dup (:integer_subtract 0 :string_reverse :string_remove_char :string_remove_char 2 :string_reverse :string_parse_to_chars :string_length :string_replace_char :string_contains))) ()), :runtime (0.001776712 0.0017778959999999986 0.0017724519999999999 0.0017616559999999995 0.0017706039999999996), :total-error 0, :amalgamated-error 0.008859319999999997}
{:generation 199, :program (:string_contains_char :string_length 0 :string_length :boolean_or :string_from_char :integer_eq :string_reverse :string_indexof_char :string_length :string_rest :string_from_char :string_contains :string_occurencesof_char 0 :string_length :string_contains "" :string_replace_char :integer_add true :exec_dup (:integer_add :string_remove_char :in1 :string_length :in2 :string_from_char :integer_quot :string_drop :string_indexof_char :boolean_eq :string_indexof_char :integer_mult :in2 :in2 1 :string_contains :string_parse_to_chars :string_contains_char :string_length :string_parse_to_chars :string_occurencesof_char :in2 :integer_quot :string_parse_to_chars :string_parse_to_chars :string_indexof_char :string_contains :string_nth :integer_quot :string_contains :string_iterate (:string_length :string_eq :string_from_char))), :runtime (0.0031143240000000008 0.0030376240000000005 0.0029574239999999984 0.003089356 0.0030562399999999996), :total-error 0, :amalgamated-error 0.015254967999999999}
{:generation 200, :program (:boolean_and :string_occurencesof_char :integer_eq :string_parse_to_chars :string_eq true :string_take :integer_quot :integer_add true :integer_quot :integer_eq :string_eq :string_contains :integer_mult :boolean_eq :string_length :string_replace_char :string_remove_char :string_nth :string_replace_char 2 :string_from_char :string_nth :integer_eq :integer_mult :boolean_eq :in2 :boolean_not :string_parse_to_chars :string_reverse false :string_take :boolean_eq 2 :string_parse_to_chars :string_contains_char :string_contains :string_contains 1 2 :in2 :string_contains_char :integer_subtract 2 :boolean_eq :integer_add :string_indexof_char :string_parse_to_chars :exec_dup (:string_reverse 0 :string_remove_char 2 :string_parse_to_chars :string_length :string_eq)), :runtime (0.0029299640000000006 0.00315644 0.003095076 0.003026039999999998 0.00315372), :total-error 0, :amalgamated-error 0.01536124}
{:success-generation 200}
{:total-test-error 3}
{:total-test-error-simplified 3}
