{:generation 0, :program (:string_occurencesof_char :integer_mult :string_reverse :string_from_char :string_parse_to_chars :string_length :string_replace_char :string_nth 1 :string_replace_char :string_rest :string_rest :exec_if (:string_butlast :boolean_or :string_contains_char :string_contains_char :string_remove_char :exec_dup (:integer_subtract "b" :string_butlast :string_indexof_char :integer_quot :string_occurencesof_char :in1 :string_drop :string_rest :string_nth :integer_mult 1 :string_reverse :string_occurencesof_char :string_iterate ("a" :string_take :integer_add "" :string_reverse :string_eq "b" :string_take :integer_eq :string_drop :string_concat :integer_subtract :string_indexof_char :boolean_or :integer_add) :string_reverse true :integer_mult 1 :string_drop true true :string_contains :boolean_not "b" :string_contains :string_concat :boolean_not :string_from_char :integer_add :string_from_char :boolean_eq :string_length :string_occurencesof_char :string_remove_char :string_butlast :string_butlast :boolean_and "abcdefghijklmnopqrstuvwxyz" :string_remove_char :integer_eq true :boolean_and :string_from_char :boolean_eq :string_nth "" :integer_quot "a" :string_contains_char :string_nth :string_replace_char :string_indexof_char "a" :string_nth)) ()), :runtime (0.003261468 0.0033213839999999967 0.003197548000000001 0.0032047200000000003 0.003187452000000001 0.0031833480000000008 0.003166432), :total-error 2, :amalgamated-error 2.022522352}
{:generation 185, :program (:in1 :string_occurencesof_char :exec_if (:string_iterate (:string_take :in1 :string_reverse :string_contains_char :integer_mult :boolean_or :integer_eq true :string_contains :string_rest :integer_eq :string_concat "" :string_contains :string_butlast :string_remove_char :string_from_char :string_drop :integer_mult :string_length :boolean_eq)) (:integer_quot :string_replace_char :string_indexof_char :integer_quot) "" :in1 :string_reverse :string_contains :exec_dup (:boolean_or :string_occurencesof_char false :string_nth :string_replace_char) :string_rest :boolean_and 0 :string_take :string_nth :string_take :string_iterate (false :string_parse_to_chars false :string_contains false :string_indexof_char :integer_quot :string_replace_char)), :runtime (0.002346279999999999 0.0018054239999999993 0.0018152799999999998 0.001863771999999999 0.0018991960000000006 0.001838031999999999 0.0019377799999999996), :total-error 1, :amalgamated-error 1.013505764}
{:generation 186, :program (:in1 :integer_add :string_iterate (:string_iterate (:string_occurencesof_char :integer_mult :string_butlast :string_contains :string_drop :string_nth :integer_mult true :string_concat true :string_replace_char :integer_mult "a" :string_remove_char :boolean_or :string_length :boolean_eq 0 :string_occurencesof_char :string_concat :string_length :string_concat) :boolean_eq :string_remove_char :string_rest :integer_quot :string_concat :string_butlast :string_indexof_char) :integer_eq :string_contains_char :string_concat :string_replace_char false false true :integer_mult :string_take false true :string_take "" "a" "abcdefghijklmnopqrstuvwxyz" :string_replace_char false :boolean_and), :runtime (0.0018261799999999986 0.001897947999999999 0.001892008 0.0020969839999999997 0.0018308039999999988 0.0018737840000000016 0.001868963999999999), :total-error 1, :amalgamated-error 1.013286672}
{:generation 187, :program (:integer_mult :in1 :string_iterate (:string_eq :string_reverse true :string_remove_char 0 true :integer_eq :boolean_eq :string_indexof_char true "" "" :string_rest :string_butlast :string_contains :boolean_and :string_remove_char :string_contains_char :boolean_eq :in1) :integer_quot :string_contains :string_parse_to_chars 1 :integer_quot :boolean_or :string_remove_char :string_reverse :string_drop false :string_nth false 1 :integer_subtract :boolean_and :string_butlast :integer_quot :boolean_or false :string_parse_to_chars false "abcdefghijklmnopqrstuvwxyz" :string_take), :runtime (0.003198164000000002 0.0032596279999999997 0.0031789999999999982 0.0031920479999999985 0.003146244000000002 0.0019963439999999997 0.00198272), :total-error 0, :amalgamated-error 0.019954148}
{:generation 188, :program (:in1 :string_iterate (:integer_quot "" :string_length :string_from_char :string_reverse :string_nth :integer_quot 1 :string_take :string_replace_char :string_occurencesof_char :string_rest :string_remove_char "a" :integer_add :string_length true true :string_concat "" :string_remove_char :integer_quot :string_length :string_rest) "" 0 :string_contains :string_rest :integer_quot false :string_take :string_contains :string_nth false :string_eq false :string_parse_to_chars :integer_eq :string_length "abcdefghijklmnopqrstuvwxyz" :string_take false "abcdefghijklmnopqrstuvwxyz" :integer_quot :string_indexof_char :exec_if (false :integer_eq :integer_add) ()), :runtime (0.0018531919999999985 0.0019128720000000006 0.0018942520000000006 0.0018519240000000007 0.0018481159999999988 0.0019243319999999989 0.0018499799999999985), :total-error 1, :amalgamated-error 1.013134668}
{:generation 189, :program (:in1 :string_iterate (:string_iterate (:string_eq :string_reverse :integer_add :integer_quot :integer_quot :string_indexof_char :integer_eq :string_length true :string_iterate (:string_indexof_char :string_reverse "a" :integer_eq :string_length :string_replace_char :integer_mult :boolean_and :string_replace_char :string_drop :integer_add :string_butlast :string_contains_char)) :string_reverse :string_butlast :integer_add) :string_concat :string_occurencesof_char :integer_quot :integer_mult :string_remove_char :string_drop :string_nth :string_butlast false 1 :string_butlast :exec_dup (:string_contains_char :string_drop :string_contains_char false :integer_quot :string_indexof_char :string_remove_char :string_parse_to_chars :boolean_and :string_take)), :runtime (0.0031571240000000003 0.0018942439999999991 0.0018713639999999993 0.001890191999999999 0.0018378119999999992 0.001902251999999999 0.0018830999999999995), :total-error 1, :amalgamated-error 1.014436088}
{:generation 190, :program (:in1 :string_iterate (true :string_butlast :string_indexof_char :string_contains_char :string_take true :string_occurencesof_char :string_nth :string_indexof_char :string_butlast :string_butlast :string_occurencesof_char true true :integer_quot :string_eq :string_indexof_char :string_concat true :in1 "" :string_rest :boolean_eq "" :string_concat :string_length) :string_indexof_char 1 true :string_reverse :integer_quot "" :string_take :string_reverse false :string_drop :string_take :string_reverse false 1 :integer_quot :string_replace_char :integer_mult false :string_reverse :integer_eq :string_parse_to_chars false 0 :string_length), :runtime (0.0020155279999999995 0.002531596000000001 0.0018346960000000005 0.0018070399999999998 0.0018211039999999998 0.0018347319999999993 0.0018383719999999991), :total-error 1, :amalgamated-error 1.013683068}
{:generation 191, :program (:in1 :string_iterate (:integer_eq :string_remove_char :boolean_or :string_contains :boolean_or :string_contains "a" "" :string_remove_char :string_indexof_char :integer_eq :string_drop true true true :string_rest :string_replace_char true true "b") "" :boolean_or :string_take :string_parse_to_chars :string_drop :string_reverse :string_length :string_parse_to_chars :string_occurencesof_char false :string_occurencesof_char :string_contains :string_contains :integer_quot :string_take :string_butlast false true :string_indexof_char false :string_reverse :string_contains), :runtime (0.0031153000000000014 0.002178667999999998 0.0018339640000000002 0.0018334319999999992 0.0018899960000000008 0.0018856599999999995 0.0018247479999999995), :total-error 1, :amalgamated-error 1.014561768}
{:generation 192, :program (:in1 :string_iterate (:string_occurencesof_char true true :string_indexof_char :string_rest :string_contains_char :string_from_char :string_rest :boolean_eq true :string_indexof_char "a" :string_drop :string_take :string_butlast :string_contains_char "" :integer_add "" :integer_quot :integer_quot "a" 1 0 0 :string_reverse :string_drop :integer_quot :integer_eq) 1 false :string_contains_char :boolean_not :string_contains_char :integer_add false :string_occurencesof_char false :string_contains_char :string_contains_char :integer_quot false :string_parse_to_chars false false ""), :runtime (0.003182856000000001 0.0031810280000000033 0.0018604800000000005 0.0018192000000000009 0.001902092 0.0018455679999999995 0.0018357439999999992), :total-error 1, :amalgamated-error 1.015626968}
{:generation 193, :program (:in1 :string_reverse :string_iterate (:integer_quot :string_from_char :string_indexof_char :string_length :string_contains false :string_indexof_char "a" true true :string_take :string_contains_char "" :string_replace_char :string_parse_to_chars :integer_mult :integer_quot :string_indexof_char 1 :string_reverse true :string_length :string_reverse :string_occurencesof_char :string_remove_char :string_concat :string_replace_char) :integer_eq :integer_eq :string_replace_char :string_length :exec_dup (:integer_subtract :string_length :string_indexof_char :string_concat :string_rest :integer_quot "" :string_parse_to_chars "a" :string_take :string_replace_char :integer_quot :integer_subtract false :string_parse_to_chars :string_indexof_char) false :integer_mult :string_length :string_occurencesof_char :exec_if (:integer_subtract false :string_reverse :string_replace_char) ()), :runtime (0.0018663720000000007 0.0019333039999999992 0.0018584759999999997 0.0018341600000000005 0.0018772959999999988 0.0018344599999999993 0.0018370680000000005), :total-error 1, :amalgamated-error 1.013041136}
{:generation 194, :program (:in1 :string_iterate (:string_contains :string_eq :string_concat :string_contains :string_nth :integer_subtract :integer_mult :integer_eq :boolean_eq :integer_eq :string_parse_to_chars :string_take :string_rest :integer_eq :string_contains_char :integer_eq true "" :integer_quot :string_rest :boolean_and "abcdefghijklmnopqrstuvwxyz" :string_reverse) "b" :string_rest true :string_eq :integer_eq :string_remove_char :integer_quot :integer_mult :integer_eq :in1 false :boolean_eq :in1 :boolean_and 1 :string_parse_to_chars "b" :string_parse_to_chars false :integer_eq false false :string_eq :string_take false), :runtime (0.002450431999999998 0.0019066120000000005 0.001896668 0.0018382679999999992 0.0018276999999999992 0.0018690999999999994 0.0018201319999999995), :total-error 1, :amalgamated-error 1.013608912}
{:generation 195, :program (:in1 :string_iterate (:string_from_char :string_contains "" :string_contains "" :string_reverse :integer_mult true :string_butlast :boolean_eq :string_drop :string_concat :string_remove_char :string_contains_char :string_contains :boolean_and :string_replace_char :boolean_eq true true :string_drop :string_occurencesof_char :string_reverse :string_from_char :string_iterate () :string_take true :string_butlast "") :string_reverse :string_reverse :string_drop :string_parse_to_chars :integer_mult :integer_add false :string_contains :string_contains :string_take false false :string_remove_char :boolean_eq false :string_parse_to_chars :string_indexof_char false :string_length "abcdefghijklmnopqrstuvwxyz" 1 :string_concat :string_take), :runtime (0.002738704000000001 0.0018154440000000013 0.001813928000000001 0.0018171479999999991 0.0018208519999999998 0.0018169319999999996 0.001879248000000001), :total-error 1, :amalgamated-error 1.013702256}
{:generation 196, :program (:in1 :string_iterate (:string_occurencesof_char :string_butlast :string_rest true :string_length :string_indexof_char :string_reverse "" "" :string_indexof_char :boolean_or :boolean_and :integer_quot "a" :string_contains :boolean_or 0 :integer_quot :string_drop "b" :boolean_or :string_indexof_char true :string_rest) :string_replace_char :string_eq :integer_eq :string_replace_char :in1 :string_take :string_reverse :boolean_eq :string_butlast 1 :string_parse_to_chars :string_contains_char :string_parse_to_chars 1 :string_contains :string_iterate (false "abcdefghijklmnopqrstuvwxyz" :string_butlast :integer_add :string_indexof_char false :integer_add)), :runtime (0.0027824959999999993 0.0018850840000000002 0.0019025960000000003 0.0018156999999999995 0.0018290759999999983 0.0018756239999999985 0.0018175760000000002), :total-error 1, :amalgamated-error 1.013908152}
{:generation 197, :program (:in1 :string_iterate (:string_contains :string_remove_char :string_indexof_char :string_eq :string_replace_char :string_reverse :string_contains "a" :string_length :boolean_eq :boolean_or :string_reverse :string_remove_char :integer_eq true :string_contains :string_rest :in1 :integer_mult :string_eq) :string_iterate () :string_indexof_char :string_take :string_butlast :boolean_eq "abcdefghijklmnopqrstuvwxyz" :string_reverse :integer_quot :string_contains :string_length "" :string_nth :integer_subtract 1 :string_parse_to_chars 1 :string_indexof_char :integer_eq :string_take 1 false false), :runtime (0.0031875879999999994 0.0031592920000000006 0.003178091999999999 0.003192004000000001 0.0032577519999999987 0.07260405600000008 0.00322634), :total-error 0, :amalgamated-error 0.09180512400000007}
{:generation 198, :program (:in1 :string_iterate (:string_iterate (:string_reverse 1 :integer_add :string_parse_to_chars :string_remove_char :string_occurencesof_char true "" :in1 :string_remove_char :integer_eq :boolean_eq true true "" :boolean_eq :string_indexof_char :integer_eq :string_remove_char :in1 1 :string_contains_char :string_length) 1 :string_butlast) :string_eq :string_reverse :string_contains :integer_mult :string_parse_to_chars 0 :string_reverse :string_take :string_occurencesof_char :string_take :string_rest :boolean_eq :string_reverse :string_take :string_take :string_butlast :integer_add 0 :string_butlast false :string_take false :string_indexof_char false), :runtime (0.003197168000000001 0.0032816400000000006 0.0018548679999999987 0.001877392 0.001847380000000001 0.001913552000000001 0.0018526639999999997), :total-error 1, :amalgamated-error 1.015824664}
{:generation 199, :program (:in1 :in1 :string_iterate (:string_contains :string_parse_to_chars :integer_quot :string_remove_char :string_length :string_contains :string_contains :boolean_eq :string_contains_char :string_indexof_char :boolean_or 1 :string_drop :string_eq "abcdefghijklmnopqrstuvwxyz" :string_drop :string_length :string_concat :string_reverse :in1 :string_occurencesof_char true 1 :string_eq) "" false false :integer_quot :string_reverse :string_concat 0 :string_from_char true :string_nth :string_concat :integer_mult "" :boolean_eq :string_from_char :string_contains_char :string_occurencesof_char false false :string_replace_char :string_take "a" :string_eq :boolean_eq :string_from_char :string_parse_to_chars :integer_add :in1 false :integer_mult false "b" :boolean_and :string_parse_to_chars false :string_reverse), :runtime (0.003131456 0.003206696 0.003212147999999999 0.0032320080000000006 0.0032051600000000016 0.0031786519999999997 0.0033252319999999974), :total-error 0, :amalgamated-error 0.022491352}
{:generation 200, :program (:in1 :string_iterate (true :integer_quot "abcdefghijklmnopqrstuvwxyz" :integer_quot "abcdefghijklmnopqrstuvwxyz" :boolean_and :string_occurencesof_char :string_length :string_contains true true :string_drop :string_butlast :string_replace_char :string_length :exec_if ("a" :string_replace_char true :boolean_and :string_length :string_drop :string_replace_char :string_take :in1) ()) :string_take :string_butlast :in1 :string_from_char :integer_eq "abcdefghijklmnopqrstuvwxyz" false :in1 :string_take :string_parse_to_chars :string_take :exec_dup (:string_contains :boolean_or :string_concat :string_contains :string_take false false false :string_occurencesof_char)), :runtime (0.002408104000000001 0.00190166 0.0018197959999999994 0.001906324 0.0018362559999999992 0.0018915200000000003 0.0018325199999999992), :total-error 1, :amalgamated-error 1.01359618}
